"","datetime","DOY","YEAR","DAY","TIME","TC","SHADE","SOLAR","DEP","ACT","TA","TSUB","TSKY","VEL","RELHUM","ZEN","CONDEP","WATERTEMP","DAYLENGTH","WINGANGLE","WINGTEMP","FLYING","FLYTIME","PO2WATER","SALWATER","ABSAN","PTCOND","POSTURE","PANT","PCTWET","Solar","date","hour","exp","cat","height_av","NJtm_av","NJpl_av","RLtm_av","BBav_av","height"
"1",2024-06-01 02:00:00,153,1,1,0,5.84634561321599,0,0,0,2,6.23605510884585,8.02568624196124,-9.90332294344466,1.69931674837841,95.464782375438,90,0,0,10.0806934068166,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2024-06-01 03:00:00,153,1,1,1,5.28275040353702,0,0,0,2,5.76748983040486,4.65074749331428,-11.2562844052784,1.77346292704807,94.767457323848,90,0,0,10.0806934068166,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",2024-06-01 04:00:00,153,1,1,2,4.76486650656582,0,0,0,2,5.28870328173933,3.83098934841658,-12.7358697339071,1.72470267469638,92.4175379645195,90,0,0,10.0806934068166,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",2024-06-01 05:00:00,153,1,1,3,4.28932787859601,0,0,0,2,4.87996618655629,2.86388481620744,-14.0910761888669,1.56873252723188,88.9786181381623,90,0,0,10.0806934068166,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",2024-06-01 06:00:00,153,1,1,4,3.97396092383168,0,0,0,2,4.64438169491292,2.49421101804719,-15.0221051759426,1.32629329833077,85.0979506546406,90,0,0,10.0806934068166,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",2024-06-01 07:00:00,153,1,1,5,3.7545349125859,0,0,0,2,4.67339524322831,1.72889899008031,-15.3211182163694,0.820313563805735,81.6859343782345,90,0,0,10.0806934068166,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",2024-06-01 08:00:00,153,1,1,6,7.99393497103965,0,26.1300741512236,0,2,9.07972258157886,3.50137469433955,-11.2111407068917,0.566456089963913,60.4334827897513,86.4062025001745,0,0,10.0806934068166,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,26.1300741512236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",2024-06-01 09:00:00,153,1,1,7,10.3709664869666,0,151.431193182171,0,2,9.93085675164347,9.28119880812281,-9.80559195991862,0.364104081492264,60.087520094482,75.8367866729512,0,0,10.0806934068166,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,151.431193182171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",2024-06-01 10:00:00,153,1,1,8,14.0234343052297,0,309.683524167134,0,2,11.5237630060461,18.2486726359936,-7.4833187207301,0.458816672883111,58.8353969320852,66.610934401614,0,0,10.0806934068166,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,309.683524167134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",2024-06-01 11:00:00,153,1,1,9,17.1835720207945,0,461.956586700028,0,2,13.6260426913014,25.2686279433211,-4.69627087399539,0.699625608462706,56.5331529947052,59.3915837508957,0,0,10.0806934068166,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,461.956586700028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",2024-06-01 12:00:00,153,1,1,10,19.6296685965167,0,561.502990850919,0,2,15.7306891880943,28.8634565811286,-2.05643099362806,0.909783704775775,54.3013486997576,54.9966493565888,0,0,10.0806934068166,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,561.502990850919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",2024-06-01 13:00:00,153,1,1,11,21.1208204535154,0,587.756635664913,0,2,17.3066023276959,30.8533417541066,-0.0445936790081873,1.05229184433331,53.342151273612,54.1298947824489,0,0,10.0806934068166,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,587.756635664913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",2024-06-01 14:00:00,153,1,1,12,21.1377250804766,0,540.339858964518,0,2,18.0156538063784,31.8321395993022,1.06096284955169,1.32066846665952,54.262723584597,56.9545756427469,0,0,10.0806934068166,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,540.339858964518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",2024-06-01 15:00:00,153,1,1,13,20.0775619195206,0,431.215828520811,0,2,17.7731698953505,32.0591994247047,1.22787112362039,1.55515569581121,57.2063591038288,62.9700176320219,0,0,10.0806934068166,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,431.215828520811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",2024-06-01 16:00:00,153,1,1,14,17.8038863925235,0,282.051818490445,0,2,16.7178536502598,25.3946657747812,0.711937087923275,2.15968947422449,62.340948616839,71.361295725083,0,0,10.0806934068166,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,282.051818490445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",2024-06-01 17:00:00,153,1,1,15,15.3042607183973,0,118.533423363527,0,2,15.1580701160234,17.039653763463,-0.0659184732385256,2.96746885975921,69.4066327888837,81.3775724080188,0,0,10.0806934068166,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,118.533423363527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",2024-06-01 18:00:00,153,1,1,16,9.53544934029007,0,0,0,2,9.78990883252059,10.1949140298029,-4.08086460154141,3.58739198543308,98.976364524614,90,0,0,10.0806934068166,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",2024-06-01 19:00:00,153,1,1,17,8.8523440315056,0,0,0,2,9.08198705212086,8.65130718144417,-3.84408206740346,4.23704273544856,100,90,0,0,10.0806934068166,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2024-06-01 20:00:00,153,1,1,18,8.42658446120406,0,0,0,2,8.62443607228893,8.37783683874071,-3.18184146044558,4.5887083611209,100,90,0,0,10.0806934068166,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",2024-06-01 21:00:00,153,1,1,19,8.22489638503994,0,0,0,2,8.39911423685277,8.32148895789896,-2.23401007763255,4.68472686364574,100,90,0,0,10.0806934068166,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",2024-06-01 22:00:00,153,1,1,20,8.16858467630825,0,0,0,2,8.3274264071048,8.4828474151873,-1.27967803445927,4.45405957746122,100,90,0,0,10.0806934068166,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
